"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2001:Q4","age55to69",34.1,31.6,26.6,26,37.2,34,37.3,30.4,17.1,16.6,14.5,38.8
"2001:Q4","age40to54",35.6,37.1,38.7,38.4,31.7,44.2,37.7,29.8,46.1,48.8,40.1,35.5
"2001:Q4","ageunder40",8.6,12.2,16.8,22.7,7.9,9.1,8.3,10.6,33.2,31.9,41.7,5.3
"2002:Q1","age70plus",21.7,19.1,18.1,13.3,23,12.8,16.7,29.1,4,3.1,3.9,20.3
"2002:Q1","age55to69",34.6,32.1,27.3,26.5,37.4,34.9,37.1,30.9,17.3,16.9,14.5,39.4
"2002:Q1","age40to54",35.2,36.8,38.1,37.6,31.9,43.4,37.7,29.7,45.9,48.5,40,35.1
"2002:Q1","ageunder40",8.5,12,16.6,22.6,7.8,8.9,8.6,10.4,32.8,31.5,41.6,5.2
"2002:Q2","age70plus",21.3,18.7,18.2,13.8,22.5,12.7,16.7,27.1,4.2,3.3,4.3,19.7
"2002:Q2","age55to69",35.7,32.9,28,27.1,37,36.7,36.7,33.2,17.5,17.2,14.8,40
"2002:Q2","age40to54",35,36.6,37.5,37.1,32.7,42.5,37.7,30.3,45.6,48.3,39.5,35.3
"2002:Q2","ageunder40",8,11.8,16.3,22,7.8,8.2,8.9,9.4,32.7,31.2,41.4,5
"2002:Q3","age70plus",21.2,18.4,17.6,14.2,21.7,12.5,16.7,27.5,4,3,4.6,19.7
"2002:Q3","age55to69",36,33.1,28,27.1,36.2,38.7,36.5,33.2,17.6,17.2,15.3,40.9
"2002:Q3","age40to54",35,36.7,37.9,37.3,34.2,41.4,37.7,29.8,45.6,48.4,39,34.7
"2002:Q3","ageunder40",7.9,11.8,16.5,21.4,8,7.4,9.1,9.5,32.8,31.4,41.1,4.7
"2002:Q4","age70plus",21.5,18.7,17.2,14.4,21.6,12.9,16.7,28.9,4,3,4.9,19.9
"2002:Q4","age55to69",35.9,33.1,28,27.1,36.7,39.1,36.5,32.2,17.8,17.3,15.8,42.3
"2002:Q4","age40to54",34.7,36.4,38.1,37.2,34,40.6,37.5,29.2,45.5,48.4,38.5,33.3
"2002:Q4","ageunder40",7.9,11.8,16.7,21.3,7.7,7.4,9.3,9.6,32.8,31.4,40.8,4.5
"2003:Q1","age70plus",21.4,18.6,17.5,14.8,21.2,12.8,16.5,28.6,4,2.9,5,21
"2003:Q1","age55to69",36.5,33.5,28.6,27.6,36.5,39.8,36.7,32.8,18,17.4,16.1,43.7
"2003:Q1","age40to54",34.4,36.1,37.4,36.4,34.7,40.3,37.3,29.1,45.4,48.3,38.4,31.1
"2003:Q1","ageunder40",7.7,11.7,16.5,21.1,7.6,7.1,9.5,9.5,32.6,31.3,40.6,4.2
"2003:Q2","age70plus",21.5,18.8,17.5,15.1,21.5,13,16.4,28.7,4.4,3,5.2,23.9
"2003:Q2","age55to69",36.7,33.8,28.9,27.9,37.5,39.6,36.3,33.1,18.5,17.6,16.4,45.3
"2003:Q2","age40to54",34.1,35.8,37.1,35.8,33.8,40.1,37.3,29,44.9,48.1,38,26.9
"2003:Q2","ageunder40",7.7,11.6,16.5,21.2,7.1,7.3,9.9,9.2,32.2,31.3,40.3,3.8
